split,filename,writer,page_id,language,same_text,candidate_count,otsu_threshold,eligible_for_fixed_k
fit,0039_1.jpg,39,1,Arabic,0,144,0.0182449733838439,True
fit,0039_2.jpg,39,2,Arabic,1,142,0.014395248144865036,True
fit,0039_3.jpg,39,3,English,0,135,0.008596664294600487,True
fit,0039_4.jpg,39,4,English,1,233,0.03136973548680544,True
fit,0040_1.jpg,40,1,Arabic,0,133,0.01551677007228136,True
fit,0040_2.jpg,40,2,Arabic,1,280,0.02170276641845703,True
fit,0040_3.jpg,40,3,English,0,131,0.017551477998495102,True
fit,0040_4.jpg,40,4,English,1,300,0.025058016180992126,True
fit,0046_1.jpg,46,1,Arabic,0,131,0.013626777566969395,True
fit,0046_2.jpg,46,2,Arabic,1,203,0.013792544603347778,True
fit,0046_3.jpg,46,3,English,0,165,0.018075380474328995,True
fit,0046_4.jpg,46,4,English,1,245,0.014822987839579582,True
fit,0047_1.jpg,47,1,Arabic,0,145,0.014224212616682053,True
fit,0047_2.jpg,47,2,Arabic,1,196,0.015390883199870586,True
fit,0047_3.jpg,47,3,English,0,123,0.01894789282232523,True
fit,0047_4.jpg,47,4,English,1,255,0.017683875747025013,True
fit,0049_1.jpg,49,1,Arabic,0,123,0.019503680057823658,True
fit,0049_2.jpg,49,2,Arabic,1,240,0.018779419362545013,True
fit,0049_3.jpg,49,3,English,0,130,0.022666425444185734,True
fit,0049_4.jpg,49,4,English,1,306,0.025816583074629307,True
fit,0055_1.jpg,55,1,Arabic,0,151,0.014088095165789127,True
fit,0055_2.jpg,55,2,Arabic,1,226,0.01428023399785161,True
fit,0055_3.jpg,55,3,English,0,155,0.015581451822072268,True
fit,0055_4.jpg,55,4,English,1,273,0.014987677801400423,True
fit,0056_1.jpg,56,1,Arabic,0,129,0.01374825183302164,True
fit,0056_2.jpg,56,2,Arabic,1,194,0.0428670234978199,True
fit,0056_3.jpg,56,3,English,0,154,0.014416081365197897,True
fit,0056_4.jpg,56,4,English,1,264,0.040260015055537224,True
fit,0057_1.jpg,57,1,Arabic,0,113,0.016400587745010853,True
fit,0057_2.jpg,57,2,Arabic,1,221,0.020040972158312798,True
fit,0057_3.jpg,57,3,English,0,117,0.029341284185647964,True
fit,0057_4.jpg,57,4,English,1,269,0.02219458483159542,True
fit,0059_1.jpg,59,1,Arabic,0,141,0.018492997623980045,True
fit,0059_2.jpg,59,2,Arabic,1,210,0.022111596539616585,True
fit,0059_3.jpg,59,3,English,0,100,0.024972999468445778,True
fit,0059_4.jpg,59,4,English,1,220,0.022753773257136345,True
fit,0061_1.jpg,61,1,Arabic,0,145,0.04274594597518444,True
fit,0061_2.jpg,61,2,Arabic,1,207,0.046651147305965424,True
fit,0061_3.jpg,61,3,English,0,119,0.044796599075198174,True
fit,0061_4.jpg,61,4,English,1,260,0.0452803298830986,True
fit,0062_1.jpg,62,1,Arabic,0,150,0.01409690547734499,True
fit,0062_2.jpg,62,2,Arabic,1,309,0.022588607855141163,True
fit,0062_3.jpg,62,3,English,0,139,0.029256373643875122,True
fit,0062_4.jpg,62,4,English,1,314,0.03129029460251331,True
fit,0065_1.jpg,65,1,Arabic,0,178,0.020602496340870857,True
fit,0065_2.jpg,65,2,Arabic,1,221,0.02379328105598688,True
fit,0065_3.jpg,65,3,English,0,149,0.01606048084795475,True
fit,0065_4.jpg,65,4,English,1,238,0.017070199362933636,True
fit,0070_1.jpg,70,1,Arabic,0,156,0.02326226234436035,True
fit,0070_2.jpg,70,2,Arabic,1,207,0.0173583822324872,True
fit,0070_3.jpg,70,3,English,0,127,0.020072090439498425,True
fit,0070_4.jpg,70,4,English,1,247,0.024544225074350834,True
fit,0071_1.jpg,71,1,Arabic,0,186,0.026309344917535782,True
fit,0071_2.jpg,71,2,Arabic,1,314,0.032310379669070244,True
fit,0071_3.jpg,71,3,English,0,156,0.04423440247774124,True
fit,0071_4.jpg,71,4,English,1,288,0.030877472832798958,True
fit,0074_1.jpg,74,1,Arabic,0,134,0.0267194677144289,True
fit,0074_2.jpg,74,2,Arabic,1,196,0.03752177208662033,True
fit,0074_3.jpg,74,3,English,0,140,0.04607466235756874,True
fit,0074_4.jpg,74,4,English,1,256,0.03916616551578045,True
fit,0075_1.jpg,75,1,Arabic,0,166,0.027793181128799915,True
fit,0075_2.jpg,75,2,Arabic,1,270,0.02873057220131159,True
fit,0075_3.jpg,75,3,English,0,180,0.026560151018202305,True
fit,0075_4.jpg,75,4,English,1,369,0.029333893209695816,True
fit,0076_1.jpg,76,1,Arabic,0,120,0.03061941359192133,True
fit,0076_2.jpg,76,2,Arabic,1,171,0.040623344480991364,True
fit,0076_3.jpg,76,3,English,0,141,0.040473390370607376,True
fit,0076_4.jpg,76,4,English,1,230,0.0322333388030529,True
fit,0077_1.jpg,77,1,Arabic,0,142,0.016293787397444248,True
fit,0077_2.jpg,77,2,Arabic,1,241,0.017157668247818947,True
fit,0077_3.jpg,77,3,English,0,112,0.017829610966145992,True
fit,0077_4.jpg,77,4,English,1,270,0.029792978428304195,True
fit,0078_1.jpg,78,1,Arabic,0,141,0.034519534558057785,True
fit,0078_2.jpg,78,2,Arabic,1,181,0.043080082163214684,True
fit,0078_3.jpg,78,3,English,0,121,0.017680245451629162,True
fit,0078_4.jpg,78,4,English,1,254,0.017995310947299004,True
fit,0081_1.jpg,81,1,Arabic,0,161,0.01712832972407341,True
fit,0081_2.jpg,81,2,Arabic,1,257,0.017848472110927105,True
fit,0081_3.jpg,81,3,English,0,158,0.026872980408370495,True
fit,0081_4.jpg,81,4,English,1,357,0.02554602548480034,True
fit,0083_1.jpg,83,1,Arabic,0,119,0.014438687358051538,True
fit,0083_2.jpg,83,2,Arabic,1,184,0.017498767003417015,True
fit,0083_3.jpg,83,3,English,0,127,0.01898112241178751,True
fit,0083_4.jpg,83,4,English,1,255,0.014488162007182837,True
fit,0085_1.jpg,85,1,Arabic,0,118,0.042191024869680405,True
fit,0085_2.jpg,85,2,Arabic,1,204,0.04079054109752178,True
fit,0085_3.jpg,85,3,English,0,135,0.01753697171807289,True
fit,0085_4.jpg,85,4,English,1,308,0.04193323664367199,True
fit,0090_1.jpg,90,1,Arabic,0,139,0.018961777910590172,True
fit,0090_2.jpg,90,2,Arabic,1,285,0.020578831434249878,True
fit,0090_3.jpg,90,3,English,0,88,0.01503914687782526,True
fit,0090_4.jpg,90,4,English,1,305,0.015556338243186474,True
fit,0092_1.jpg,92,1,Arabic,0,118,0.03043353371322155,True
fit,0092_2.jpg,92,2,Arabic,1,160,0.03307708539068699,True
fit,0092_3.jpg,92,3,English,0,142,0.02571188099682331,True
fit,0092_4.jpg,92,4,English,1,262,0.026936146430671215,True
fit,0094_1.jpg,94,1,Arabic,0,135,0.02261796686798334,True
fit,0094_2.jpg,94,2,Arabic,1,263,0.017780142836272717,True
fit,0094_3.jpg,94,3,English,0,124,0.032087232917547226,True
fit,0094_4.jpg,94,4,English,1,331,0.025676907040178776,True
fit,0096_1.jpg,96,1,Arabic,0,139,0.01496719615533948,True
fit,0096_2.jpg,96,2,Arabic,1,276,0.016521437093615532,True
fit,0096_3.jpg,96,3,English,0,136,0.020094547420740128,True
fit,0096_4.jpg,96,4,English,1,310,0.022743025794625282,True
fit,0097_1.jpg,97,1,Arabic,0,107,0.03164680302143097,True
fit,0097_2.jpg,97,2,Arabic,1,174,0.02658574189990759,True
fit,0097_3.jpg,97,3,English,0,125,0.02976695355027914,True
fit,0097_4.jpg,97,4,English,1,277,0.019052795134484768,True
fit,0098_1.jpg,98,1,Arabic,0,148,0.024797690100967884,True
fit,0098_2.jpg,98,2,Arabic,1,209,0.029386638663709164,True
fit,0098_3.jpg,98,3,English,0,125,0.03024230618029833,True
fit,0098_4.jpg,98,4,English,1,251,0.029467209242284298,True
fit,0100_1.jpg,100,1,Arabic,0,71,0.023203917779028416,True
fit,0100_2.jpg,100,2,Arabic,1,191,0.03394588083028793,True
fit,0100_3.jpg,100,3,English,0,57,0.02299418393522501,True
fit,0100_4.jpg,100,4,English,1,230,0.04313218034803867,True
fit,0101_1.jpg,101,1,Arabic,0,140,0.018712665885686874,True
fit,0101_2.jpg,101,2,Arabic,1,250,0.018897129222750664,True
fit,0101_3.jpg,101,3,English,0,132,0.032020121812820435,True
fit,0101_4.jpg,101,4,English,1,340,0.021526087075471878,True
fit,0103_1.jpg,103,1,Arabic,0,161,0.020293695852160454,True
fit,0103_2.jpg,103,2,Arabic,1,272,0.02373393066227436,True
fit,0103_3.jpg,103,3,English,0,117,0.0177009180188179,True
fit,0103_4.jpg,103,4,English,1,316,0.010203300043940544,True
fit,0104_1.jpg,104,1,Arabic,0,146,0.01937389373779297,True
fit,0104_2.jpg,104,2,Arabic,1,225,0.021034092642366886,True
fit,0104_3.jpg,104,3,English,0,130,0.03119040559977293,True
fit,0104_4.jpg,104,4,English,1,299,0.03377941809594631,True
fit,0105_1.jpg,105,1,Arabic,0,155,0.02373248804360628,True
fit,0105_2.jpg,105,2,Arabic,1,292,0.021441137418150902,True
fit,0105_3.jpg,105,3,English,0,118,0.026132243685424328,True
fit,0105_4.jpg,105,4,English,1,305,0.03452407009899616,True
fit,0107_1.jpg,107,1,Arabic,0,133,0.010194568894803524,True
fit,0107_2.jpg,107,2,Arabic,1,212,0.01137559860944748,True
fit,0107_3.jpg,107,3,English,0,121,0.01978006213903427,True
fit,0107_4.jpg,107,4,English,1,276,0.018049994483590126,True
fit,0110_1.jpg,110,1,Arabic,0,147,0.019289616495370865,True
fit,0110_2.jpg,110,2,Arabic,1,320,0.010776937007904053,True
fit,0110_3.jpg,110,3,English,0,147,0.022890393622219563,True
fit,0110_4.jpg,110,4,English,1,410,0.015141069889068604,True
fit,0116_1.jpg,116,1,Arabic,0,194,0.024737759493291378,True
fit,0116_2.jpg,116,2,Arabic,1,298,0.027779809199273586,True
fit,0116_3.jpg,116,3,English,0,180,0.02350212074816227,True
fit,0116_4.jpg,116,4,English,1,368,0.02638051100075245,True
fit,0118_1.jpg,118,1,Arabic,0,134,0.02060800790786743,True
fit,0118_2.jpg,118,2,Arabic,1,249,0.0211308766156435,True
fit,0118_3.jpg,118,3,English,0,101,0.01449162233620882,True
fit,0118_4.jpg,118,4,English,1,285,0.023171762004494667,True
fit,0119_1.jpg,119,1,Arabic,0,142,0.019368851557374,True
fit,0119_2.jpg,119,2,Arabic,1,211,0.021137813106179237,True
fit,0119_3.jpg,119,3,English,0,151,0.023676867596805096,True
fit,0119_4.jpg,119,4,English,1,231,0.049148084595799446,True
fit,0122_1.jpg,122,1,Arabic,0,146,0.018837097100913525,True
fit,0122_2.jpg,122,2,Arabic,1,236,0.019736947491765022,True
fit,0122_3.jpg,122,3,English,0,119,0.017092580907046795,True
fit,0122_4.jpg,122,4,English,1,265,0.016306237317621708,True
fit,0123_1.jpg,123,1,Arabic,0,131,0.02292804140597582,True
fit,0123_2.jpg,123,2,Arabic,1,187,0.024683757685124874,True
fit,0123_3.jpg,123,3,English,0,108,0.021468165330588818,True
fit,0123_4.jpg,123,4,English,1,233,0.024255087599158287,True
fit,0124_1.jpg,124,1,Arabic,0,95,0.022149180993437767,True
fit,0124_2.jpg,124,2,Arabic,1,171,0.024339430034160614,True
fit,0124_3.jpg,124,3,English,0,83,0.04329056479036808,True
fit,0124_4.jpg,124,4,English,1,215,0.0382603220641613,True
fit,0125_1.jpg,125,1,Arabic,0,134,0.023316850885748863,True
fit,0125_2.jpg,125,2,Arabic,1,199,0.022857995703816414,True
fit,0125_3.jpg,125,3,English,0,114,0.023255672305822372,True
fit,0125_4.jpg,125,4,English,1,273,0.022027866914868355,True
fit,0127_1.jpg,127,1,Arabic,0,132,0.014790148939937353,True
fit,0127_2.jpg,127,2,Arabic,1,235,0.03207755461335182,True
fit,0127_3.jpg,127,3,English,0,154,0.02012098766863346,True
fit,0127_4.jpg,127,4,English,1,292,0.020121319219470024,True
fit,0133_1.jpg,133,1,Arabic,0,122,0.024208451621234417,True
fit,0133_2.jpg,133,2,Arabic,1,247,0.023896350525319576,True
fit,0133_3.jpg,133,3,English,0,157,0.03212794288992882,True
fit,0133_4.jpg,133,4,English,1,308,0.02181423921138048,True
fit,0134_1.jpg,134,1,Arabic,0,149,0.016780824400484562,True
fit,0134_2.jpg,134,2,Arabic,1,209,0.0353825818747282,True
fit,0134_3.jpg,134,3,English,0,155,0.02046497818082571,True
fit,0134_4.jpg,134,4,English,1,286,0.018050855956971645,True
fit,0135_1.jpg,135,1,Arabic,0,170,0.024639545939862728,True
fit,0135_2.jpg,135,2,Arabic,1,253,0.037767186760902405,True
fit,0135_3.jpg,135,3,English,0,166,0.030569511465728283,True
fit,0135_4.jpg,135,4,English,1,308,0.038225555792450905,True
fit,0138_1.jpg,138,1,Arabic,0,121,0.010607559233903885,True
fit,0138_2.jpg,138,2,Arabic,1,192,0.010879396926611662,True
fit,0138_3.jpg,138,3,English,0,140,0.012578150257468224,True
fit,0138_4.jpg,138,4,English,1,264,0.01264755753800273,True
fit,0140_1.jpg,140,1,Arabic,0,101,0.04052627459168434,True
fit,0140_2.jpg,140,2,Arabic,1,228,0.023911869153380394,True
fit,0140_3.jpg,140,3,English,0,168,0.019487292505800724,True
fit,0140_4.jpg,140,4,English,1,266,0.04403289221227169,True
fit,0142_1.jpg,142,1,Arabic,0,152,0.024990602396428585,True
fit,0142_2.jpg,142,2,Arabic,1,225,0.02592302206903696,True
fit,0142_3.jpg,142,3,English,0,146,0.026631318032741547,True
fit,0142_4.jpg,142,4,English,1,322,0.026334630325436592,True
fit,0146_1.jpg,146,1,Arabic,0,136,0.0141645479016006,True
fit,0146_2.jpg,146,2,Arabic,1,247,0.012285884469747543,True
fit,0146_3.jpg,146,3,English,0,124,0.024125641211867332,True
fit,0146_4.jpg,146,4,English,1,279,0.02302377298474312,True
fit,0147_1.jpg,147,1,Arabic,0,154,0.01599847339093685,True
fit,0147_2.jpg,147,2,Arabic,1,260,0.01795616466552019,True
fit,0147_3.jpg,147,3,English,0,138,0.02186490036547184,True
fit,0147_4.jpg,147,4,English,1,241,0.02320508472621441,True
fit,0152_1.jpg,152,1,Arabic,0,152,0.019187161698937416,True
fit,0152_2.jpg,152,2,Arabic,1,311,0.028807317838072777,True
fit,0152_3.jpg,152,3,English,0,150,0.025584145449101925,True
fit,0152_4.jpg,152,4,English,1,370,0.032121457159519196,True
fit,0153_1.jpg,153,1,Arabic,0,97,0.03688468784093857,True
fit,0153_2.jpg,153,2,Arabic,1,192,0.03858176805078983,True
fit,0153_3.jpg,153,3,English,0,91,0.033986128866672516,True
fit,0153_4.jpg,153,4,English,1,295,0.035753948614001274,True
fit,0155_1.jpg,155,1,Arabic,0,147,0.01636574510484934,True
fit,0155_2.jpg,155,2,Arabic,1,321,0.023971236310899258,True
fit,0155_3.jpg,155,3,English,0,134,0.014601443894207478,True
fit,0155_4.jpg,155,4,English,1,360,0.02019164990633726,True
fit,0156_1.jpg,156,1,Arabic,0,178,0.01565240090712905,True
fit,0156_2.jpg,156,2,Arabic,1,299,0.022157615050673485,True
fit,0156_3.jpg,156,3,English,0,160,0.026142078451812267,True
fit,0156_4.jpg,156,4,English,1,324,0.02860364969819784,True
fit,0157_1.jpg,157,1,Arabic,0,88,0.024749962612986565,True
fit,0157_2.jpg,157,2,Arabic,1,261,0.0257180817425251,True
fit,0157_3.jpg,157,3,English,0,107,0.024773226119577885,True
fit,0157_4.jpg,157,4,English,1,264,0.02388824988156557,True
fit,0158_1.jpg,158,1,Arabic,0,202,0.02010411862283945,True
fit,0158_2.jpg,158,2,Arabic,1,236,0.020220236852765083,True
fit,0158_3.jpg,158,3,English,0,134,0.02931677084416151,True
fit,0158_4.jpg,158,4,English,1,301,0.030081123113632202,True
fit,0159_1.jpg,159,1,Arabic,0,114,0.02193013858050108,True
fit,0159_2.jpg,159,2,Arabic,1,219,0.02036334201693535,True
fit,0159_3.jpg,159,3,English,0,108,0.028424521908164024,True
fit,0159_4.jpg,159,4,English,1,283,0.02439046371728182,True
fit,0162_1.jpg,162,1,Arabic,0,148,0.0237050149589777,True
fit,0162_2.jpg,162,2,Arabic,1,237,0.023997419513761997,True
fit,0162_3.jpg,162,3,English,0,144,0.016702300868928432,True
fit,0162_4.jpg,162,4,English,1,311,0.01801897492259741,True
fit,0163_1.jpg,163,1,Arabic,0,124,0.023099920712411404,True
fit,0163_2.jpg,163,2,Arabic,1,195,0.02382645756006241,True
fit,0163_3.jpg,163,3,English,0,183,0.024233785457909107,True
fit,0163_4.jpg,163,4,English,1,250,0.02539433166384697,True
fit,0164_1.jpg,164,1,Arabic,0,120,0.015135933179408312,True
fit,0164_2.jpg,164,2,Arabic,1,230,0.0213194927200675,True
fit,0164_3.jpg,164,3,English,0,126,0.0144476224668324,True
fit,0164_4.jpg,164,4,English,1,270,0.01724920980632305,True
fit,0167_1.jpg,167,1,Arabic,0,226,0.014257751870900393,True
fit,0167_2.jpg,167,2,Arabic,1,312,0.015152042265981436,True
fit,0167_3.jpg,167,3,English,0,148,0.032259102910757065,True
fit,0167_4.jpg,167,4,English,1,363,0.034352824091911316,True
fit,0168_1.jpg,168,1,Arabic,0,219,0.015492824371904135,True
fit,0168_2.jpg,168,2,Arabic,1,270,0.01619565486907959,True
fit,0168_3.jpg,168,3,English,0,200,0.023052822798490524,True
fit,0168_4.jpg,168,4,English,1,321,0.025204054079949856,True
fit,0169_1.jpg,169,1,Arabic,0,147,0.01898772083222866,True
fit,0169_2.jpg,169,2,Arabic,1,181,0.021101604215800762,True
fit,0169_3.jpg,169,3,English,0,132,0.02122395858168602,True
fit,0169_4.jpg,169,4,English,1,297,0.020488647744059563,True
fit,0171_1.jpg,171,1,Arabic,0,139,0.026719316840171814,True
fit,0171_2.jpg,171,2,Arabic,1,323,0.0244291378185153,True
fit,0171_3.jpg,171,3,English,0,131,0.026352189481258392,True
fit,0171_4.jpg,171,4,English,1,286,0.025185249745845795,True
fit,0172_1.jpg,172,1,Arabic,0,121,0.03143669106066227,True
fit,0172_2.jpg,172,2,Arabic,1,173,0.02788144163787365,True
fit,0172_3.jpg,172,3,English,0,142,0.028916046023368835,True
fit,0172_4.jpg,172,4,English,1,221,0.026586858555674553,True
fit,0178_1.jpg,178,1,Arabic,0,137,0.015375982969999313,True
fit,0178_2.jpg,178,2,Arabic,1,243,0.015320148319005966,True
fit,0178_3.jpg,178,3,English,0,139,0.018286378122866154,True
fit,0178_4.jpg,178,4,English,1,306,0.015638884156942368,True
fit,0179_1.jpg,179,1,Arabic,0,145,0.020492082461714745,True
fit,0179_2.jpg,179,2,Arabic,1,202,0.023139270022511482,True
fit,0179_3.jpg,179,3,English,0,143,0.015498845372349024,True
fit,0179_4.jpg,179,4,English,1,333,0.022593804635107517,True
fit,0180_1.jpg,180,1,Arabic,0,149,0.012107993010431528,True
fit,0180_2.jpg,180,2,Arabic,1,190,0.01849617436528206,True
fit,0180_3.jpg,180,3,English,0,157,0.0356014110147953,True
fit,0180_4.jpg,180,4,English,1,282,0.035819485783576965,True
fit,0181_1.jpg,181,1,Arabic,0,144,0.01843332126736641,True
fit,0181_2.jpg,181,2,Arabic,1,300,0.01744825206696987,True
fit,0181_3.jpg,181,3,English,0,114,0.021072986535727978,True
fit,0181_4.jpg,181,4,English,1,218,0.01571233943104744,True
fit,0183_1.jpg,183,1,Arabic,0,139,0.025646173395216465,True
fit,0183_2.jpg,183,2,Arabic,1,239,0.016827828250825405,True
fit,0183_3.jpg,183,3,English,0,132,0.016112971119582653,True
fit,0183_4.jpg,183,4,English,1,238,0.023976998403668404,True
fit,0185_1.jpg,185,1,Arabic,0,151,0.021368768997490406,True
fit,0185_2.jpg,185,2,Arabic,1,214,0.022246476262807846,True
fit,0185_3.jpg,185,3,English,0,156,0.020130662247538567,True
fit,0185_4.jpg,185,4,English,1,265,0.02103637158870697,True
fit,0188_1.jpg,188,1,Arabic,0,166,0.01429336704313755,True
fit,0188_2.jpg,188,2,Arabic,1,270,0.01592059340327978,True
fit,0188_3.jpg,188,3,English,0,132,0.031769175082445145,True
fit,0188_4.jpg,188,4,English,1,223,0.027847987599670887,True
fit,0189_1.jpg,189,1,Arabic,0,120,0.017560968175530434,True
fit,0189_2.jpg,189,2,Arabic,1,195,0.015802408568561077,True
fit,0189_3.jpg,189,3,English,0,139,0.018633093684911728,True
fit,0189_4.jpg,189,4,English,1,249,0.018178612925112247,True
fit,0191_1.jpg,191,1,Arabic,0,143,0.013747359160333872,True
fit,0191_2.jpg,191,2,Arabic,1,256,0.017389829270541668,True
fit,0191_3.jpg,191,3,English,0,148,0.024552357383072376,True
fit,0191_4.jpg,191,4,English,1,251,0.021938948892056942,True
fit,0192_1.jpg,192,1,Arabic,0,120,0.02383521106094122,True
fit,0192_2.jpg,192,2,Arabic,1,216,0.027653805911540985,True
fit,0192_3.jpg,192,3,English,0,117,0.028769307769834995,True
fit,0192_4.jpg,192,4,English,1,225,0.03019172791391611,True
fit,0196_1.jpg,196,1,Arabic,0,140,0.01793174259364605,True
fit,0196_2.jpg,196,2,Arabic,1,183,0.019681488163769245,True
fit,0196_3.jpg,196,3,English,0,112,0.017365915700793266,True
fit,0196_4.jpg,196,4,English,1,284,0.015317578334361315,True
fit,0197_1.jpg,197,1,Arabic,0,243,0.026289552450180054,True
fit,0197_2.jpg,197,2,Arabic,1,305,0.023621841333806515,True
fit,0197_3.jpg,197,3,English,0,188,0.029563269577920437,True
fit,0197_4.jpg,197,4,English,1,328,0.025660485960543156,True
fit,0198_1.jpg,198,1,Arabic,0,151,0.012758728582412004,True
fit,0198_2.jpg,198,2,Arabic,1,195,0.014017803594470024,True
fit,0198_3.jpg,198,3,English,0,129,0.01616785768419504,True
fit,0198_4.jpg,198,4,English,1,280,0.01550430478528142,True
fit,0199_1.jpg,199,1,Arabic,0,144,0.014230076223611832,True
fit,0199_2.jpg,199,2,Arabic,1,247,0.015406462829560041,True
fit,0199_3.jpg,199,3,English,0,146,0.0346680860966444,True
fit,0199_4.jpg,199,4,English,1,285,0.03829522244632244,True
fit,0201_1.jpg,201,1,Arabic,0,136,0.019336538389325142,True
fit,0201_2.jpg,201,2,Arabic,1,292,0.017864923924207687,True
fit,0201_3.jpg,201,3,English,0,165,0.021260932087898254,True
fit,0201_4.jpg,201,4,English,1,250,0.02340796682983637,True
fit,0203_1.jpg,203,1,Arabic,0,141,0.028997293673455715,True
fit,0203_2.jpg,203,2,Arabic,1,202,0.029788093641400337,True
fit,0203_3.jpg,203,3,English,0,123,0.031892240047454834,True
fit,0203_4.jpg,203,4,English,1,225,0.015040484257042408,True
fit,0206_1.jpg,206,1,Arabic,0,150,0.022076142020523548,True
fit,0206_2.jpg,206,2,Arabic,1,187,0.021433953195810318,True
fit,0206_3.jpg,206,3,English,0,140,0.02804570645093918,True
fit,0206_4.jpg,206,4,English,1,299,0.01713886670768261,True
fit,0207_1.jpg,207,1,Arabic,0,140,0.017705317586660385,True
fit,0207_2.jpg,207,2,Arabic,1,207,0.019478151574730873,True
fit,0207_3.jpg,207,3,English,0,159,0.012209841050207615,True
